date,location_id,lat,lon,pr_mm_per_day
2010-01-06,01116500,41.750925,-71.445057,0.0
2010-01-06,01116905,41.629991,-71.478888,0.0
2010-01-06,01117000,41.641204,-71.444501,0.0
2010-01-06,01117350,41.482196,-71.551151,0.0
2010-01-06,01117370,41.538981,-71.568672,0.0
2010-01-06,01117420,41.476641,-71.604763,0.0
2010-01-06,01117430,41.446086,-71.621153,0.0
2010-01-06,01117468,41.492592,-71.628119,0.0
2010-01-06,01117500,41.444975,-71.680877,0.0
2010-01-06,01117800,41.57398,-71.720622,0.0
2010-01-06,01118000,41.498147,-71.716455,0.0
2010-01-06,01118300,41.474814,-71.834235,0.0
2010-01-06,01118500,41.385254,-71.832549,0.0
2010-01-06,01123360,42.108366,-72.12613,0.39778907681953113
2010-01-06,01123600,42.082611,-72.05838,0.8530497874205676
2010-01-06,01124000,42.022193,-71.955604,0.0
2010-01-06,01124151,41.943558,-71.899596,0.0
2010-01-06,01125100,41.978455,-71.900513,0.0
2010-01-06,01125490,41.927836,-71.930008,0.0
2010-01-06,01125500,41.909466,-71.913863,0.0
2010-01-06,01127000,41.597483,-71.984094,0.0
2010-01-06,8444069,42.340862,-71.01234,0.0
2010-01-06,8447386,41.7043,-71.1641,0.0
2010-01-06,8447387,41.705,-71.1733,0.0
2010-01-06,8447412,41.695835,-71.17983,0.0
2010-01-06,8447627,41.624443,-70.90544,0.0005693796384300317
2010-01-06,8447636,41.6212,-70.9137,0.0005226840185297255
2010-01-06,8452314,41.605118,-71.30424,0.0
2010-01-06,8452660,41.504333,-71.32614,0.0
2010-01-06,8452944,41.7167,-71.3433,0.0
2010-01-06,8452951,41.637165,-71.33928,0.0
2010-01-06,8453662,41.785694,-71.38308,0.0
2010-01-06,8454000,41.807167,-71.400665,0.0
2010-01-06,8454123,41.61122,-71.41031,0.0
2010-01-06,8461490,41.371666,-72.09556,0.0
2010-01-07,01108000,41.933982,-70.95643,0.0
2010-01-07,01108410,41.89969,-71.089466,0.18825061417950273
2010-01-07,01109000,41.947592,-71.176715,0.6866053571691089
2010-01-07,01109060,41.866204,-71.122823,0.11327927937221431
2010-01-07,01109070,41.84037,-71.142823,0.0
2010-01-07,01109403,41.830925,-71.350331,0.10546488591353985
2010-01-07,01109730,42.188975,-71.765069,0.2889435268040315
2010-01-07,01110000,42.230363,-71.710902,0.2338547746477113
2010-01-07,01111212,42.054811,-71.616453,0.04111510265957769
2010-01-07,01111300,41.981201,-71.6859,0.013000094538865232
2010-01-07,01111500,41.996479,-71.562007,0.003626610021920492
2010-01-07,01112500,42.006478,-71.502561,0.0
2010-01-07,01113895,41.888424,-71.381444,0.07838335399334505
2010-01-07,01114000,41.83398,-71.410611,0.1471006132678075
2010-01-07,01114500,41.85898,-71.487282,0.09419060345939936
2010-01-07,01115098,41.852591,-71.606175,0.0
